date,number_of_strikes,center_point_geom
2018-02-04,70,POINT(-84.6 27.7)
2018-02-04,73,POINT(-84.5 27.7)
2018-02-04,38,POINT(-84.4 27.7)
2018-02-04,26,POINT(-84.2 27.7)
2018-02-04,33,POINT(-85.5 27.9)
2018-02-04,35,POINT(-87.8 28.1)
2018-02-04,111,POINT(-87.7 28.1)
2018-02-04,121,POINT(-87.6 28.1)
2018-02-04,102,POINT(-87.5 28.1)
2018-02-04,117,POINT(-87.4 28.1)
2018-02-04,48,POINT(-86.4 27.8)
2018-02-04,92,POINT(-86.3 27.8)
2018-02-04,67,POINT(-86.2 27.8)
2018-02-04,28,POINT(-86.1 27.8)
2018-02-04,26,POINT(-86.2 27.6)
2018-02-04,47,POINT(-85.9 27.6)
2018-02-04,35,POINT(-85.8 27.6)
2018-02-04,33,POINT(-87.6 28.2)
2018-02-04,54,POINT(-87.5 28.2)
2018-02-04,91,POINT(-87.4 28.2)
2018-02-04,83,POINT(-87.3 28.2)
2018-02-04,35,POINT(-87.2 28.2)
2018-02-04,28,POINT(-86.9 28.2)
2018-02-04,45,POINT(-86 27.9)
2018-02-04,50,POINT(-86.1 27.9)
2018-02-04,68,POINT(-85.9 27.9)
2018-02-04,43,POINT(-85.8 27.9)
2018-02-04,45,POINT(-85.7 27.9)
2018-02-04,39,POINT(-86.6 28.4)
2018-02-04,46,POINT(-86.5 28.4)
2018-02-04,86,POINT(-86.4 28.4)
2018-02-04,80,POINT(-86.3 28.4)
2018-02-04,71,POINT(-86.2 28.4)
2018-02-04,44,POINT(-86.1 28.4)
2018-02-04,79,POINT(-87.3 28.1)
2018-02-04,42,POINT(-87.2 28.1)
2018-02-04,34,POINT(-86.3 28.1)
2018-02-04,28,POINT(-83.8 28.1)
2018-02-04,55,POINT(-83.7 28.1)
2018-02-04,44,POINT(-83.6 28.1)
2018-02-04,33,POINT(-88 28.2)
2018-02-04,28,POINT(-87.1 28.7)
2018-02-04,50,POINT(-87.7 28.3)
2018-02-04,37,POINT(-87.6 28.3)
2018-02-04,60,POINT(-87.5 28.3)
2018-02-04,36,POINT(-86.5 28.3)
2018-02-04,47,POINT(-86.4 28.3)
2018-02-04,66,POINT(-86.3 28.3)
2018-02-04,38,POINT(-86.2 28.3)
2018-02-04,44,POINT(-85.6 28.3)
2018-02-04,43,POINT(-86 28.4)
2018-02-04,26,POINT(-85.6 28.5)
2018-02-04,83,POINT(-84.7 30.9)
2018-02-04,41,POINT(-84.6 30.9)
2018-02-04,39,POINT(-79.5 31.5)
2018-02-04,25,POINT(-79.3 31.8)
2018-02-04,25,POINT(-78.6 32.2)
2018-02-04,31,POINT(-78.4 32.3)
2018-02-04,28,POINT(-78.3 32.3)
2018-02-04,28,POINT(-78.3 32.4)
2018-02-04,25,POINT(-78.3 32.5)
2018-02-04,36,POINT(-78 32.6)
2018-02-04,28,POINT(-78.2 32.6)
2018-02-04,46,POINT(-77.4 32.7)
2018-02-04,28,POINT(-77.8 32.8)
2018-02-04,23,POINT(-77.5 32.8)
2018-02-04,66,POINT(-78.2 32.4)
2018-02-05,35,POINT(-110.9 44)
2018-02-05,99,POINT(-110.8 44)
2018-02-05,43,POINT(-84.5 25.2)
2018-02-05,43,POINT(-84.4 25.2)
2018-02-05,28,POINT(-80.8 25.2)
2018-02-05,305,POINT(-80.9 25.3)
2018-02-05,395,POINT(-80.8 25.3)
2018-02-05,41,POINT(-80.7 25.3)
2018-02-05,23,POINT(-84.6 25.4)
2018-02-05,43,POINT(-84.7 25.5)
2018-02-05,23,POINT(-84.6 25.5)
2018-02-05,26,POINT(-80.9 25.5)
2018-02-05,44,POINT(-80.8 25.5)
2018-02-05,28,POINT(-83.8 25.7)
2018-02-05,33,POINT(-83.7 25.7)
2018-02-05,110,POINT(-84 25.8)
2018-02-05,63,POINT(-84.1 25.8)
2018-02-05,66,POINT(-83.9 25.8)
2018-02-05,34,POINT(-88.9 26.2)
2018-02-05,411,POINT(-80.9 25.4)
2018-02-05,433,POINT(-80.8 25.4)
2018-02-05,60,POINT(-80.7 25.4)
2018-02-05,28,POINT(-82.9 27.2)
2018-02-05,29,POINT(-82.7 27.2)
2018-02-05,29,POINT(-79.4 30.5)
2018-02-05,35,POINT(-75.1 34.9)
2018-02-05,23,POINT(-70.2 38.3)
2018-02-06,25,POINT(-92.1 36.4)
2018-02-06,29,POINT(-91.9 36.4)
2018-02-06,41,POINT(-91.5 36.5)
2018-02-06,42,POINT(-91.3 36.6)
2018-02-06,26,POINT(-90.5 35.8)
2018-02-06,29,POINT(-90.8 36.7)
2018-02-06,28,POINT(-90.4 36.8)
2018-02-06,28,POINT(-89.3 27)
2018-02-06,40,POINT(-91 36.7)
2018-02-06,50,POINT(-90.9 36.7)
2018-02-06,102,POINT(-88.8 28)
2018-02-06,83,POINT(-88.7 28)
2018-02-06,304,POINT(-88.5 28)
2018-02-06,74,POINT(-88.4 28)
2018-02-06,71,POINT(-89.3 29)
2018-02-06,62,POINT(-89.2 29)
2018-02-06,49,POINT(-90.6 30)
2018-02-06,71,POINT(-89.4 30)
2018-02-06,326,POINT(-89.3 30)
2018-02-06,77,POINT(-89.2 30)
2018-02-06,56,POINT(-88.9 30)
2018-02-06,71,POINT(-88.8 30)
2018-02-06,44,POINT(-88.7 30)
2018-02-06,63,POINT(-98.2 32)
2018-02-06,52,POINT(-98.1 32)
2018-02-06,53,POINT(-97.9 32)
2018-02-06,320,POINT(-97.8 32)
2018-02-06,298,POINT(-97.7 32)
2018-02-06,300,POINT(-97.6 32)
2018-02-06,228,POINT(-97.5 32)
2018-02-06,58,POINT(-97.4 32)
2018-02-06,47,POINT(-97.3 32)
2018-02-06,170,POINT(-97.2 32)
2018-02-06,49,POINT(-97.1 32)
2018-02-06,25,POINT(-96.8 32)
2018-02-06,100,POINT(-96.5 32)
2018-02-06,110,POINT(-96.4 32)
2018-02-06,424,POINT(-96.3 32)
2018-02-06,588,POINT(-96.2 32)
2018-02-06,159,POINT(-96.1 32)
2018-02-06,194,POINT(-95.9 32)
2018-02-06,42,POINT(-95.8 32)
2018-02-06,46,POINT(-95.7 32)
2018-02-06,94,POINT(-95.6 32)
2018-02-06,58,POINT(-95.5 32)
2018-02-06,35,POINT(-97 33)
2018-02-06,26,POINT(-96 33)
2018-02-06,43,POINT(-95 33)
2018-02-06,48,POINT(-97.4 33)
2018-02-06,35,POINT(-96.1 33)
2018-02-06,47,POINT(-95.7 33)
2018-02-06,62,POINT(-95.6 33)
2018-02-06,117,POINT(-95.4 33)
2018-02-06,52,POINT(-95.3 33)
2018-02-06,72,POINT(-95.2 33)
2018-02-06,124,POINT(-95.1 33)
2018-02-06,75,POINT(-94.9 33)
2018-02-06,91,POINT(-94.8 33)
2018-02-06,75,POINT(-94.5 33)
2018-02-06,83,POINT(-94.4 33)
2018-02-06,196,POINT(-94.3 33)
2018-02-06,41,POINT(-88.9 28)
2018-02-06,28,POINT(-93.4 33)
2018-02-06,41,POINT(-95 34)
2018-02-06,23,POINT(-95.3 34)
2018-02-06,53,POINT(-95.2 34)
2018-02-06,86,POINT(-95.1 34)
2018-02-06,28,POINT(-93.4 34)
2018-02-06,41,POINT(-92.7 34)
2018-02-06,61,POINT(-92.6 34)
2018-02-06,51,POINT(-92.5 34)
2018-02-06,25,POINT(-92.1 34)
2018-02-06,28,POINT(-91.9 34)
2018-02-06,43,POINT(-91.8 34)
2018-02-06,81,POINT(-91.7 34)
2018-02-06,72,POINT(-91.6 34)
2018-02-06,55,POINT(-98 32)
2018-02-06,128,POINT(-97 32)
2018-02-06,299,POINT(-96 32)
2018-02-06,186,POINT(-94.2 33)
2018-02-06,52,POINT(-94.1 33)
2018-02-06,64,POINT(-80.8 25.2)
2018-02-06,39,POINT(-80.8 25.3)
2018-02-06,45,POINT(-90.4 35)
2018-02-06,62,POINT(-89.3 26.6)
2018-02-06,100,POINT(-89.2 26.6)
2018-02-06,34,POINT(-89.4 26.7)
2018-02-06,365,POINT(-89.3 26.7)
2018-02-06,245,POINT(-89.2 26.7)
2018-02-06,47,POINT(-89.1 26.7)
2018-02-06,266,POINT(-89 28.1)
2018-02-06,42,POINT(-89.1 28.1)
2018-02-06,272,POINT(-88.9 28.1)
2018-02-06,60,POINT(-88.8 28.1)
2018-02-06,70,POINT(-88.7 28.1)
2018-02-06,255,POINT(-88.6 28.1)
2018-02-06,121,POINT(-88.5 28.1)
2018-02-06,208,POINT(-89 28.2)
2018-02-06,28,POINT(-89.4 28.2)
2018-02-06,28,POINT(-88.8 26.3)
2018-02-06,78,POINT(-88.6 28.2)
2018-02-06,23,POINT(-88.5 28.2)
2018-02-06,99,POINT(-89 28.3)
2018-02-06,77,POINT(-89.4 28.3)
2018-02-06,53,POINT(-89.1 28.3)
2018-02-06,308,POINT(-88.9 28.3)
2018-02-06,172,POINT(-88.8 28.3)
2018-02-06,57,POINT(-88.7 28.3)
2018-02-06,32,POINT(-89 28.4)
2018-02-06,39,POINT(-89.4 28.4)
2018-02-06,75,POINT(-89.3 28.4)
2018-02-06,38,POINT(-89.2 28.4)
2018-02-06,43,POINT(-88.9 28.4)
2018-02-06,42,POINT(-88.8 28.4)
2018-02-06,48,POINT(-89 28.5)
2018-02-06,37,POINT(-89.4 28.5)
2018-02-06,106,POINT(-89.3 28.5)
2018-02-06,98,POINT(-89.2 28.5)
2018-02-06,60,POINT(-89.1 28.5)
2018-02-06,43,POINT(-88.9 28.5)
2018-02-06,36,POINT(-88.8 28.5)
2018-02-06,80,POINT(-89.2 28.6)
2018-02-06,51,POINT(-89.1 28.6)
2018-02-06,184,POINT(-89.6 29.3)
2018-02-06,135,POINT(-89.5 29.3)
2018-02-06,303,POINT(-89.4 29.3)
2018-02-06,563,POINT(-89.3 29.3)
2018-02-06,521,POINT(-89.2 29.3)
2018-02-06,284,POINT(-89.1 29.3)
2018-02-06,33,POINT(-89 28.8)
2018-02-06,60,POINT(-88.9 28.8)
2018-02-06,25,POINT(-88.8 28.8)
2018-02-06,101,POINT(-88.8 28.9)
2018-02-06,23,POINT(-90 29.1)
2018-02-06,32,POINT(-91.2 29.1)
2018-02-06,29,POINT(-89.8 29.1)
2018-02-06,88,POINT(-89.2 29.1)
2018-02-06,38,POINT(-89.1 29.1)
2018-02-06,38,POINT(-89.2 28.2)
2018-02-06,209,POINT(-89.1 28.2)
2018-02-06,141,POINT(-88.9 28.2)
2018-02-06,179,POINT(-88.8 28.2)
2018-02-06,200,POINT(-88.7 28.2)
2018-02-06,28,POINT(-89.3 29.5)
2018-02-06,28,POINT(-89.2 29.5)
2018-02-06,41,POINT(-89.5 29.6)
2018-02-06,97,POINT(-89.4 29.6)
2018-02-06,111,POINT(-88.9 29.6)
2018-02-06,28,POINT(-88.5 29.6)
2018-02-06,45,POINT(-90 29.2)
2018-02-06,35,POINT(-89 29.2)
2018-02-06,39,POINT(-89.9 29.2)
2018-02-06,65,POINT(-89.8 29.2)
2018-02-06,89,POINT(-89.7 29.2)
2018-02-06,25,POINT(-90 29.3)
2018-02-06,264,POINT(-89 29.3)
2018-02-06,84,POINT(-89.9 29.3)
2018-02-06,80,POINT(-89.8 29.3)
2018-02-06,168,POINT(-89.7 29.3)
2018-02-06,60,POINT(-89.4 29.9)
2018-02-06,290,POINT(-89.3 29.9)
2018-02-06,97,POINT(-89.2 29.9)
2018-02-06,67,POINT(-88.8 29.9)
2018-02-06,124,POINT(-88.7 29.9)
2018-02-06,32,POINT(-89 30.1)
2018-02-06,56,POINT(-94.5 30.1)
2018-02-06,215,POINT(-88.9 29.3)
2018-02-06,258,POINT(-88.8 29.3)
2018-02-06,61,POINT(-88.7 29.3)
2018-02-06,136,POINT(-89 29.4)
2018-02-06,79,POINT(-89.8 29.4)
2018-02-06,161,POINT(-89.7 29.4)
2018-02-06,304,POINT(-89.6 29.4)
2018-02-06,489,POINT(-89.5 29.4)
2018-02-06,383,POINT(-89.4 29.4)
2018-02-06,189,POINT(-89.3 29.4)
2018-02-06,103,POINT(-89.2 29.4)
2018-02-06,89,POINT(-89.1 29.4)
2018-02-06,41,POINT(-88.9 29.4)
2018-02-06,56,POINT(-88.8 29.4)
2018-02-06,31,POINT(-88.7 29.4)
2018-02-06,25,POINT(-88.6 29.4)
2018-02-06,55,POINT(-89 29.5)
2018-02-06,60,POINT(-89.6 29.5)
2018-02-06,52,POINT(-89.5 29.5)
2018-02-06,52,POINT(-89.4 29.5)
2018-02-06,32,POINT(-91.2 30.2)
2018-02-06,23,POINT(-90.6 30.2)
2018-02-06,71,POINT(-90.3 30.2)
2018-02-06,66,POINT(-90.2 30.2)
2018-02-06,28,POINT(-89.6 30.2)
2018-02-06,26,POINT(-91 30.3)
2018-02-06,48,POINT(-89.4 29.7)
2018-02-06,25,POINT(-89.3 29.7)
2018-02-06,37,POINT(-89.1 29.7)
2018-02-06,146,POINT(-88.9 29.7)
2018-02-06,279,POINT(-88.8 29.7)
2018-02-06,47,POINT(-89 29.8)
2018-02-06,170,POINT(-89.3 29.8)
2018-02-06,33,POINT(-88.9 29.8)
2018-02-06,199,POINT(-88.8 29.8)
2018-02-06,96,POINT(-90 30.4)
2018-02-06,31,POINT(-94.3 30.4)
2018-02-06,56,POINT(-94.2 30.4)
2018-02-06,221,POINT(-90.9 30.4)
2018-02-06,397,POINT(-90.8 30.4)
2018-02-06,64,POINT(-90.7 30.4)
2018-02-06,153,POINT(-90.6 30.4)
2018-02-06,233,POINT(-90.5 30.4)
2018-02-06,142,POINT(-90.4 30.4)
2018-02-06,41,POINT(-90.3 30.4)
2018-02-06,401,POINT(-90.2 30.4)
2018-02-06,338,POINT(-90.1 30.4)
2018-02-06,165,POINT(-89.9 30.4)
2018-02-06,143,POINT(-89.8 30.4)
2018-02-06,53,POINT(-89.7 30.4)
2018-02-06,28,POINT(-90.5 30.1)
2018-02-06,62,POINT(-89.2 30.1)
2018-02-06,41,POINT(-89.1 30.1)
2018-02-06,59,POINT(-88.7 30.1)
2018-02-06,25,POINT(-88.6 30.1)
2018-02-06,67,POINT(-91 30.2)
2018-02-06,55,POINT(-94.4 30.2)
2018-02-06,37,POINT(-94.3 30.2)
2018-02-06,37,POINT(-94.2 30.2)
2018-02-06,26,POINT(-94.1 30.2)
2018-02-06,73,POINT(-91.3 30.2)
2018-02-06,25,POINT(-94 30.5)
2018-02-06,854,POINT(-90 30.5)
2018-02-06,73,POINT(-89 30.5)
2018-02-06,64,POINT(-94.1 30.5)
2018-02-06,33,POINT(-93.8 30.5)
2018-02-06,28,POINT(-93.6 30.5)
2018-02-06,25,POINT(-93.5 30.5)
2018-02-06,311,POINT(-90.7 30.5)
2018-02-06,101,POINT(-90.5 30.5)
2018-02-06,428,POINT(-90.4 30.5)
2018-02-06,333,POINT(-90.3 30.5)
2018-02-06,1091,POINT(-90.2 30.5)
2018-02-06,991,POINT(-90.1 30.5)
2018-02-06,799,POINT(-89.9 30.5)
2018-02-06,587,POINT(-89.8 30.5)
2018-02-06,513,POINT(-89.7 30.5)
2018-02-06,338,POINT(-89.6 30.5)
2018-02-06,177,POINT(-89.5 30.5)
2018-02-06,193,POINT(-89.4 30.5)
2018-02-06,56,POINT(-89.3 30.5)
2018-02-06,51,POINT(-94.3 30.3)
2018-02-06,44,POINT(-94.2 30.3)
2018-02-06,98,POINT(-91.2 30.3)
2018-02-06,116,POINT(-91.1 30.3)
2018-02-06,179,POINT(-90.9 30.3)
2018-02-06,43,POINT(-90.8 30.3)
2018-02-06,31,POINT(-90.7 30.3)
2018-02-06,177,POINT(-90.6 30.3)
2018-02-06,54,POINT(-90.5 30.3)
2018-02-06,242,POINT(-90.3 30.3)
2018-02-06,226,POINT(-90.2 30.3)
2018-02-06,76,POINT(-90.1 30.3)
2018-02-06,85,POINT(-89.1 30.5)
2018-02-06,552,POINT(-90 30.6)
2018-02-06,72,POINT(-89 30.6)
2018-02-06,32,POINT(-93.9 30.6)
2018-02-06,36,POINT(-93.5 30.6)
2018-02-06,42,POINT(-93.4 30.6)
2018-02-06,165,POINT(-90.7 30.6)
2018-02-06,95,POINT(-90.5 30.6)
2018-02-06,121,POINT(-90.4 30.6)
2018-02-06,147,POINT(-90.3 30.6)
2018-02-06,196,POINT(-90.2 30.6)
2018-02-06,215,POINT(-90.1 30.6)
2018-02-06,874,POINT(-89.9 30.6)
2018-02-06,176,POINT(-89.8 30.6)
2018-02-06,399,POINT(-89.7 30.6)
2018-02-06,435,POINT(-89.6 30.6)
2018-02-06,213,POINT(-89.5 30.6)
2018-02-06,209,POINT(-89.4 30.6)
2018-02-06,140,POINT(-89.3 30.6)
2018-02-06,72,POINT(-89.2 30.6)
2018-02-06,35,POINT(-89.1 30.6)
2018-02-06,38,POINT(-88.9 30.6)
2018-02-06,48,POINT(-90 30.7)
2018-02-06,58,POINT(-90.7 30.7)
2018-02-06,37,POINT(-90.6 30.7)
2018-02-06,41,POINT(-90.4 30.7)
2018-02-06,28,POINT(-89.9 30.7)
2018-02-06,35,POINT(-89.8 30.7)
2018-02-06,66,POINT(-89.7 30.7)
2018-02-06,49,POINT(-90.6 30.8)
2018-02-06,37,POINT(-90.3 30.9)
2018-02-06,334,POINT(-96.4 31.7)
2018-02-06,342,POINT(-96.3 31.7)
2018-02-06,28,POINT(-93.3 31.1)
2018-02-06,23,POINT(-93.4 31.3)
2018-02-06,23,POINT(-91.8 31.3)
2018-02-06,34,POINT(-93.3 31.4)
2018-02-06,25,POINT(-98.6 31.5)
2018-02-06,26,POINT(-97.5 31.5)
2018-02-06,75,POINT(-97.2 31.5)
2018-02-06,236,POINT(-96.9 31.8)
2018-02-06,39,POINT(-96.8 31.8)
2018-02-06,52,POINT(-96.7 31.8)
2018-02-06,275,POINT(-96.6 31.8)
2018-02-06,51,POINT(-96.6 31.5)
2018-02-06,33,POINT(-96.5 31.5)
2018-02-06,35,POINT(-93.1 31.5)
2018-02-06,52,POINT(-97 31.6)
2018-02-06,76,POINT(-98.6 31.6)
2018-02-06,70,POINT(-98.5 31.6)
2018-02-06,99,POINT(-97.5 31.6)
2018-02-06,38,POINT(-97.4 31.6)
2018-02-06,59,POINT(-97.2 31.6)
2018-02-06,508,POINT(-97.1 31.6)
2018-02-06,62,POINT(-96.8 31.6)
2018-02-06,38,POINT(-96.7 31.6)
2018-02-06,160,POINT(-96.6 31.6)
2018-02-06,230,POINT(-96.5 31.6)
2018-02-06,70,POINT(-96.4 31.6)
2018-02-06,37,POINT(-96.3 31.6)
2018-02-06,358,POINT(-97 31.7)
2018-02-06,29,POINT(-96 31.7)
2018-02-06,40,POINT(-98.5 31.7)
2018-02-06,33,POINT(-98.4 31.7)
2018-02-06,148,POINT(-98.3 31.7)
2018-02-06,34,POINT(-98.2 31.7)
2018-02-06,246,POINT(-97.1 31.7)
2018-02-06,28,POINT(-96.9 31.7)
2018-02-06,26,POINT(-96.8 31.7)
2018-02-06,228,POINT(-96.7 31.7)
2018-02-06,70,POINT(-96.6 31.7)
2018-02-06,89,POINT(-96.5 31.7)
2018-02-06,172,POINT(-96.9 31.9)
2018-02-06,144,POINT(-96.8 31.9)
2018-02-06,129,POINT(-96.6 31.9)
2018-02-06,189,POINT(-96.5 31.9)
2018-02-06,390,POINT(-96.4 31.9)
2018-02-06,767,POINT(-96.3 31.9)
2018-02-06,286,POINT(-96.2 31.9)
2018-02-06,295,POINT(-96.1 31.9)
2018-02-06,50,POINT(-95.9 31.9)
2018-02-06,33,POINT(-95.7 31.9)
2018-02-06,50,POINT(-98 32.1)
2018-02-06,125,POINT(-97 32.1)
2018-02-06,225,POINT(-96 32.1)
2018-02-06,128,POINT(-97.9 32.1)
2018-02-06,72,POINT(-97.8 32.1)
2018-02-06,183,POINT(-97.7 32.1)
2018-02-06,241,POINT(-97.6 32.1)
2018-02-06,523,POINT(-97.5 32.1)
2018-02-06,206,POINT(-97.4 32.1)
2018-02-06,102,POINT(-97.3 32.1)
2018-02-06,290,POINT(-97.2 32.1)
2018-02-06,138,POINT(-97.1 32.1)
2018-02-06,197,POINT(-96.9 32.1)
2018-02-06,76,POINT(-96.8 32.1)
2018-02-06,51,POINT(-96.7 32.1)
2018-02-06,238,POINT(-96.3 32.1)
2018-02-06,651,POINT(-96.2 32.1)
2018-02-06,401,POINT(-96.1 32.1)
2018-02-06,41,POINT(-96.2 31.7)
2018-02-06,162,POINT(-98 31.8)
2018-02-06,178,POINT(-97 31.8)
2018-02-06,43,POINT(-98.4 31.8)
2018-02-06,105,POINT(-98.3 31.8)
2018-02-06,110,POINT(-98.2 31.8)
2018-02-06,168,POINT(-98.1 31.8)
2018-02-06,28,POINT(-97.9 31.8)
2018-02-06,361,POINT(-97.4 32.2)
2018-02-06,209,POINT(-97.3 32.2)
2018-02-06,287,POINT(-97.2 32.2)
2018-02-06,467,POINT(-97.1 32.2)
2018-02-06,282,POINT(-96.9 32.2)
2018-02-06,153,POINT(-96.8 32.2)
2018-02-06,47,POINT(-96.7 32.2)
2018-02-06,38,POINT(-96.3 32.2)
2018-02-06,214,POINT(-96.2 32.2)
2018-02-06,413,POINT(-96.1 32.2)
2018-02-06,212,POINT(-95.9 32.2)
2018-02-06,261,POINT(-95.8 32.2)
2018-02-06,533,POINT(-95.7 32.2)
2018-02-06,254,POINT(-95.6 32.2)
2018-02-06,88,POINT(-95.5 32.2)
2018-02-06,109,POINT(-95.4 32.2)
2018-02-06,149,POINT(-95.3 32.2)
2018-02-06,104,POINT(-95.2 32.2)
2018-02-06,114,POINT(-95.1 32.2)
2018-02-06,34,POINT(-94.9 32.2)
2018-02-06,31,POINT(-94.4 32.2)
2018-02-06,724,POINT(-97 32.3)
2018-02-06,524,POINT(-96 32.3)
2018-02-06,80,POINT(-95 32.3)
2018-02-06,38,POINT(-97.6 32.3)
2018-02-06,69,POINT(-96.5 31.8)
2018-02-06,361,POINT(-96.4 31.8)
2018-02-06,264,POINT(-96.3 31.8)
2018-02-06,449,POINT(-96.2 31.8)
2018-02-06,82,POINT(-96.1 31.8)
2018-02-06,183,POINT(-98 31.9)
2018-02-06,80,POINT(-96 31.9)
2018-02-06,66,POINT(-98.1 31.9)
2018-02-06,205,POINT(-97.9 31.9)
2018-02-06,157,POINT(-97.8 31.9)
2018-02-06,108,POINT(-97.7 31.9)
2018-02-06,89,POINT(-97.6 31.9)
2018-02-06,89,POINT(-97.3 31.9)
2018-02-06,58,POINT(-97.2 31.9)
2018-02-06,49,POINT(-97.1 31.9)
2018-02-06,96,POINT(-97 32.4)
2018-02-06,98,POINT(-95 32.4)
2018-02-06,43,POINT(-97.5 32.4)
2018-02-06,111,POINT(-97.4 32.4)
2018-02-06,92,POINT(-97.3 32.4)
2018-02-06,105,POINT(-97.2 32.4)
2018-02-06,75,POINT(-97.1 32.4)
2018-02-06,298,POINT(-96.9 32.4)
2018-02-06,312,POINT(-96.8 32.4)
2018-02-06,320,POINT(-96.7 32.4)
2018-02-06,291,POINT(-96.6 32.4)
2018-02-06,209,POINT(-96.5 32.4)
2018-02-06,31,POINT(-96.4 32.4)
2018-02-06,45,POINT(-96.3 32.4)
2018-02-06,55,POINT(-96.2 32.4)
2018-02-06,29,POINT(-96.1 32.4)
2018-02-06,105,POINT(-95.9 32.4)
2018-02-06,294,POINT(-95.8 32.4)
2018-02-06,182,POINT(-95.7 32.4)
2018-02-06,100,POINT(-95.6 32.4)
2018-02-06,191,POINT(-95.9 32.1)
2018-02-06,264,POINT(-95.8 32.1)
2018-02-06,79,POINT(-95.7 32.1)
2018-02-06,44,POINT(-95.6 32.1)
2018-02-06,64,POINT(-95.5 32.1)
2018-02-06,116,POINT(-95.4 32.1)
2018-02-06,74,POINT(-95.3 32.1)
2018-02-06,28,POINT(-95.2 32.1)
2018-02-06,36,POINT(-95.1 32.1)
2018-02-06,242,POINT(-97 32.2)
2018-02-06,670,POINT(-96 32.2)
2018-02-06,31,POINT(-95 32.2)
2018-02-06,51,POINT(-97.8 32.2)
2018-02-06,81,POINT(-97.7 32.2)
2018-02-06,121,POINT(-97.6 32.2)
2018-02-06,178,POINT(-97.5 32.2)
2018-02-06,29,POINT(-97.3 32.5)
2018-02-06,85,POINT(-97.2 32.5)
2018-02-06,83,POINT(-97.1 32.5)
2018-02-06,29,POINT(-96.9 32.5)
2018-02-06,70,POINT(-96.8 32.5)
2018-02-06,97,POINT(-96.7 32.5)
2018-02-06,83,POINT(-96.6 32.5)
2018-02-06,121,POINT(-96.5 32.5)
2018-02-06,50,POINT(-96.4 32.5)
2018-02-06,75,POINT(-96.3 32.5)
2018-02-06,75,POINT(-96.2 32.5)
2018-02-06,61,POINT(-96.1 32.5)
2018-02-06,92,POINT(-95.9 32.5)
2018-02-06,102,POINT(-95.8 32.5)
2018-02-06,493,POINT(-95.7 32.5)
2018-02-06,362,POINT(-95.6 32.5)
2018-02-06,190,POINT(-95.5 32.5)
2018-02-06,299,POINT(-95.4 32.5)
2018-02-06,131,POINT(-95.3 32.5)
2018-02-06,32,POINT(-95.2 32.5)
2018-02-06,36,POINT(-95.1 32.5)
2018-02-06,104,POINT(-94.9 32.5)
2018-02-06,166,POINT(-94.8 32.5)
2018-02-06,115,POINT(-94.7 32.5)
2018-02-06,69,POINT(-97.5 32.3)
2018-02-06,95,POINT(-97.4 32.3)
2018-02-06,145,POINT(-97.3 32.3)
2018-02-06,108,POINT(-97.2 32.3)
2018-02-06,200,POINT(-97.1 32.3)
2018-02-06,483,POINT(-96.9 32.3)
2018-02-06,433,POINT(-96.8 32.3)
2018-02-06,237,POINT(-96.7 32.3)
2018-02-06,80,POINT(-96.6 32.3)
2018-02-06,49,POINT(-96.2 32.3)
2018-02-06,124,POINT(-96.1 32.3)
2018-02-06,631,POINT(-95.9 32.3)
2018-02-06,239,POINT(-95.8 32.3)
2018-02-06,224,POINT(-95.7 32.3)
2018-02-06,458,POINT(-95.6 32.3)
2018-02-06,217,POINT(-95.5 32.3)
2018-02-06,43,POINT(-95.4 32.3)
2018-02-06,156,POINT(-95.3 32.3)
2018-02-06,329,POINT(-95.2 32.3)
2018-02-06,63,POINT(-95.1 32.3)
2018-02-06,53,POINT(-94.9 32.3)
2018-02-06,46,POINT(-94.8 32.3)
2018-02-06,224,POINT(-95.2 32.6)
2018-02-06,89,POINT(-95.1 32.6)
2018-02-06,25,POINT(-94.9 32.6)
2018-02-06,240,POINT(-94.8 32.6)
2018-02-06,425,POINT(-94.7 32.6)
2018-02-06,108,POINT(-94.6 32.6)
2018-02-06,43,POINT(-93.8 32.6)
2018-02-06,35,POINT(-96 32.7)
2018-02-06,88,POINT(-95 32.7)
2018-02-06,42,POINT(-94 32.7)
2018-02-06,23,POINT(-95.9 32.7)
2018-02-06,103,POINT(-95.8 32.7)
2018-02-06,133,POINT(-95.7 32.7)
2018-02-06,107,POINT(-95.6 32.7)
2018-02-06,162,POINT(-95.5 32.7)
2018-02-06,115,POINT(-95.4 32.7)
2018-02-06,89,POINT(-95.3 32.7)
2018-02-06,316,POINT(-95.5 32.4)
2018-02-06,185,POINT(-95.4 32.4)
2018-02-06,60,POINT(-95.3 32.4)
2018-02-06,55,POINT(-95.2 32.4)
2018-02-06,161,POINT(-95.1 32.4)
2018-02-06,221,POINT(-94.9 32.4)
2018-02-06,99,POINT(-94.8 32.4)
2018-02-06,34,POINT(-94.7 32.4)
2018-02-06,32,POINT(-94.2 32.4)
2018-02-06,26,POINT(-89.3 32.4)
2018-02-06,77,POINT(-97 32.5)
2018-02-06,66,POINT(-96 32.5)
2018-02-06,89,POINT(-95 32.5)
2018-02-06,68,POINT(-95.8 32.8)
2018-02-06,91,POINT(-95.7 32.8)
2018-02-06,47,POINT(-95.6 32.8)
2018-02-06,32,POINT(-95.5 32.8)
2018-02-06,173,POINT(-95.4 32.8)
2018-02-06,122,POINT(-95.3 32.8)
